CODICESCUOLA,SITOWEBSCUOLA,SITOWEBSCUOLA_FIX
CBSL00201A,www.liceopagano.gov.it,https://www.liceopagano.edu.it
RGTD03002X,www.itcbesta.gov.it,https://www.itcbesta.edu.it
CSPS07301E,http//www.iismarconiguarasci.gov.it/,https://www.iismarconiguarasci.edu.it/
RERA014014,www.iiscastelnovonemonti.gov.it,https://iiscastelnovonemonti.edu.it/
BSRC028018,www.sraffa.gov.it,https://sraffa.edu.it/
AGPS00101A,http//www.liceocanicatti.edu.it,https://www.liceocanicatti.edu.it
PIPS04000G,www.liceofilippobuonarroti.it,https://www.liceofilippobuonarroti.it
GERC004014,WWW.ECG-GENOVA.GOV.IT,https://www.ECG-GENOVA.edu.IT
BORI024024,www.malpighi-crevalcore.it,https://www.malpighi-crevalcore.it
BARH05801Q,iissmorotrani.gov.it,https://www.iissmorotrani.edu.it
BRPS030007,www.liceoribezzo.gov.it,https://www.liceoribezzo.edu.it
AVRI021013,www.iissrinaldodaquino.it,https://www.iissrinaldodaquino.it
SAPM050003,www.reginamargherita.edu.it,https://www.reginamargherita.edu.it
PTRC010007,http//www.isteinaudi.gov.it,https://www.isteinaudi.edu.it/luigieinaudi/index.php
VATF00901C,www.superiorisesto.it,http://www.superiorisesto.edu.it/web/index.php/it/old/120-MISC/221-redirect-vecchio-sito?
TOPM02301Q,www.istituto-albert.it,https://www.istituto-albert.it
LETF00301P,www.salveminialessano.it,https://www.qubodisco.it/
CNPC007015,www.classicogovone.it,https://www.iisgovonealba.it/
RERI090008,http//www.galvaniiodi.it,https://www.galvaniiodi.it
SRTF00901L,www.2superioreaugusta.gov.it,https://www.2superioreaugusta.edu.it
LUTD004012,www.isigarfagnana.gov.it,https://www.isigarfagnana.edu.it
BSRH02000T,www.alberghierodemedici.gov.it,https://www.alberghierodemedici.edu.it
MIRI21000E,www.ipsiacernusco.gov.it,https://ipsiacernusco.edu.it/
RMPS02801A,www.iiscartesio.EDU.IT,https://www.iiscartesio.EDU.IT
METD009011,www.istitutosuperioreminutoli.gov.it,https://www.istitutosuperioreminutoli.edu.it/wordpress/
MOTD00301E,www.meuccicarpi.gov.it,https://www.meuccicarpi.edu.it
MIPS02301P,www.iiscardano.gov.it,https://www.iiscardano.edu.it
BLPS00701R,www.liceibelluno.gov.it,https://liceibelluno.edu.it/
BGPS01301D,www.istitutoturoldo.edu.it,https://www.istitutoturoldo.edu.it
PORI010006,www.marconiprato.edu.it,https://www.marconiprato.edu.it
PCTF00601P,www.isii.it,https://www.isii.it
BATD007011,www.iisseinaudi.it,https://www.iisseinaudi.edu.it/
AVTD023019,WWW.istitutosuperioreruggerosecondo.gov.it,https://www.istitutosuperioreruggerosecondo.edu.it
LERI03303Q,www.iissparabita.it,http://www.iissparabita.edu.it/
NAPS00601E,www.isisrosariolivatino.gov.it,https://www.isisrosariolivatino.edu.it
RNPS02000L,www.liceoeinstein.it,https://www.einsteinrimini.edu.it/
CSTF06402V,www.itisrossano.it,https://www.itisrossano.it
UDTN00401Q,www.isislatisana.it,https://www.isislatisana.it
GEPM04000P,www.liceopertini.gov.it,https://www.liceopertini.edu.it
MOPS050007,http//www.liceowiligelmo.edu.it,https://www.liceowiligelmo.edu.it
KRRC00901E,www.pertinikr.it,https://www.pertinikr.it
PTRH01000C,www.alberghieromontecatini.gov.it,https://www.alberghieromontecatini.edu.it
PGTF003013,WWW.SALVATORELLIMONETA.EDU.IT,https://salvatorellimoneta.edu.it/
REPS016016,www.pascal.edu.it,https://www.pascal.edu.it
CSPS18000D,www.ilpitagora.gov.it,https://www.ilpitagora.edu.it
VIPC023017,www.liceocorradini.gov.it,https://www.liceocorradini.edu.it
PRTD02000E,www.itemelloni.edu.it,https://www.itemelloni.edu.it
AGPC001017,http//www.liceocanicatti.edu.it,https://www.liceocanicatti.edu.it
BOTF02401X,www.malpighi-crevalcore.it,https://www.malpighi-crevalcore.it
NATN01301B,www.donmilanigragnano.gov.it,https://www.donmilanigragnano.edu.it
SRTD00901A,www.2superioreaugusta.gov.it,https://www.2superioreaugusta.edu.it
PZTD009014,www.iissbattaglini.gov.it,https://www.iissbattaglini.edu.it
LUPS004016,www.isigarfagnana.gov.it,https://www.isigarfagnana.edu.it
NAPS27000E,www.liceocarlomiranda.it,https://www.liceocarlomiranda.it
RMPS031016,www.iiscartesio.EDU.IT,https://www.iiscartesio.EDU.IT
VBTD00301T,http//www.marconigalletti.it,https://www.marconigalletti.it
MORC003017,www.meuccicarpi.gov.it,https://www.meuccicarpi.edu.it
SVTF00301V,www.patettacairo.gov.it,https://www.patettacairo.edu.it
BGPC02000C,www.liceosarpi.bg.it,https://liceosarpi.bg.it/
BGTF01301G,www.istitutoturoldo.it,https://www.istitutoturoldo.it
SATF06702G,www.iismatteifortunato.gov.it,https://www.iismatteifortunato.edu.it
TOPS01000G,www.lsgramsci.it,https://www.lsgramsci.it
CBTD00701C,www.iissbojano.gov.it,https://www.iissbojano.edu.it
MIRC061012,www.iisbellisario.gov.it,https://www.iisbellisario.edu.it
VRPS00801L,www.guarinoveronese.it,https://www.guarinoveronese.edu.it/
TOTD06401R,www.coplux.edu.it,https://www.coplux.edu.it
SSPS024014,http//www.iisantoniosegni.gov.it,https://www.iisantoniosegni.edu.it
RMRI07701R,http//www.scuolesuperioridizagarolo.gov.it,https://www.scuolesuperioridizagarolo.edu.it
LESL033019,www.iissparabita.it,http://www.iissparabita.edu.it/
VIRI02201Q,www.iisvaldagno.it,https://www.iisvaldagno.it
PDPC001011,www.iismarchesi.edu.it,https://www.iismarchesi.edu.it
PIPM050007,www.liceomontale.eu,http://www.liceomontale.edu.it/
NARI00601Q,http//www.istitutoalberghierougotognazzi.gov.it/,https://www.istitutoalberghierougotognazzi.edu.it/
AVPM02302G,WWW.istitutosuperioreruggerosecondo.gov.it,https://www.istitutosuperioreruggerosecondo.edu.it
MTTF01101D,http//www.loperfido-olivetti.gov.it,https://www.loperfido-olivetti.edu.it
CNRI02901A,www.cigna-baruffi-garelli.gov.it,https://www.cigna-baruffi-garelli.edu.it
CTTH007018,www.politecnicodelmare.it,https://www.politecnicodelmare.it
LETH00701D,www.avespucci.gov.it,https://www.avespucci.edu.it
MNPC02000G,www.liceovirgiliomantova.gov.it,https://www.liceovirgiliomantova.edu.it
SPRH010006,www.alberghierolaspezia.gov.it,https://www.alberghierolaspezia.edu.it
BGRI00601G,www.gbrubini.gov.it,https://gbrubini.edu.it/
BGRA027011,http//www.agrariacantoni.gov.it,https://agrariacantoni.edu.it/
BATD220004,http//www.itesbitonto.edu.it,https://www.itesbitonto.edu.it
MOPS080003,http//www.liceoformiggini.edu.it/,https://www.liceoformiggini.edu.it/
BSTD02201L,www.iisdandolo.gov.it,https://www.iisdandolo.edu.it
RMTD03401D,www.iissambrosoli.edu.it,http://iissambrosoli.edu.it/sitonuovo
CSPS03000G,www.liceoscorza.edu.it,https://www.liceoscorza.edu.it
PRRI010009,www.ipsialevi.edu.it,https://ipsialevi.edu.it/
BRPS11000V,www.liceopepecalamo.edu.it,https://www.liceopepecalamo.edu.it
SARA010027,www.profagrisalerno.gov.it,https://www.profagrisalerno.edu.it
PCRC00301N,www.romagnosi.it,https://www.romagnosi.it
CZRA00301N,costanzoscuole.it,https://www.costanzoscuole.it
MNPS010004,www.liceobelfioremantova.it,https://www.liceobelfioremantova.it
GETH020002,www.itnautico.gov.it,https://www.itnautico.edu.it
GERC02201N,www.istitutorosselli.gov.it,https://istitutorosselli.edu.it/
FOPS040002,www.liceocalboli.edu.it,https://www.liceocalboli.edu.it
TVPC01000R,www.liceocanova.it,https://www.liceocanova.edu.it/
VVTD01000L,http//www.itegalilei.gov.it,https://www.itegalilei.edu.it
SVTD00301L,www.patettacairo.gov.it,https://www.patettacairo.edu.it
BAPM05000B,www.liceodonmilaniacquaviva.it,https://www.liceodonmilaniacquaviva.it
CEPS110004,www.liceogarofano.it,http://www.liceogarofano.it/jml3
TVSL022014,www.istitutorosselli.net,https://www.istitutorosselli.net
TOPM120004,http//www.liceoberti.gov.it,https://www.liceoberti.edu.it
RMTF123016,www.itisgiovannixxiii.it,https://www.itisgiovannixxiii.it
MCRI009015,www.iisgaribaldimacerata.gov.it,https://www.iisgaribaldimacerata.edu.it
BSTF018017,www.istitutomarzoli.gov.it,https://www.istitutomarzoli.edu.it
LETD00701Q,www.avespucci.gov.it,https://www.avespucci.edu.it
BGPM01302G,www.istitutoturoldo.edu.it,https://www.istitutoturoldo.edu.it
TAPC040009,www.titoliviomartinafranca.it,https://www.titoliviomartinafranca.it
ANTD02201C,www.cupparisalvati.edu.it,https://www.cupparisalvati.edu.it
NARH058011,www.isisdemedici.it,https://www.isisdemedici.it
SIPS010009,www.liceoalessandrovolta.gov.it,https://www.liceoalessandrovolta.edu.it
PNTL012017,www.itiskennedy.gov.it,http://itstkennedy.edu.it/
ARPS002017,www.liceosansepolcro.it,https://www.liceosansepolcro.it
MTTA01101R,iisgiustinofortunato.gov.it,https://www.iisgiustinofortunato.edu.it
NATD13801P,www.itcgpareto.com,https://www.itcgpareto.com
BGTD006016,www.gbrubini.gov.it,https://gbrubini.edu.it/
SATA06701T,www.iismatteifortunato.gov.it,https://www.iismatteifortunato.edu.it
PVTF012014,www.cardano.pv.it,https://www.itiscardanopv.edu.it/
BAPS06301D,www.marconibari.it,https://www.marconibari.it
BATD21001E,Http//www.itcdevitidemarco.it,https://www.itcdevitidemarco.it
SPTD110005,www.fossatidapassano.gov.it,https://www.fossatidapassano.edu.it
FIPS00901T,www.russell-newton.gov.it,https://www.russell-newton.edu.it
RMTL03401X,www.iissambrosoli.edu.it,http://iissambrosoli.edu.it/sitonuovo
MIRC074014,www.marellidudovich.gov.it,https://www.marellidudovich.edu.it
VITD02201A,www.iisvaldagno.it,https://www.iisvaldagno.it
RMSD06002N,http//www.liceoartisticoenzorossi.it/,https://www.liceoartisticoteramo.it/
BSPS070005,www.liceocopernicobrescia.gov.it,https://www.liceocopernicobrescia.edu.it
SOTF01000L,http//www.itisondrio.org,https://www.itisondrio.org
MOPS030002,www.liceofanti.it,http://www.liceofanti.edu.it/
NAPS01302P,www.donmilani.it,https://www.donmilani.it
CSTD07301A,http//www.iismarconiguarasci.gov.it/,https://www.iismarconiguarasci.edu.it/
PGRC00301D,www.salvatorellimoneta.edu.it,https://salvatorellimoneta.edu.it/
PITD004019,antoniopesenti.gov.it,https://www.antoniopesenti.edu.it
TRPM01000Q,http//www.liceiangeloniterni.gov.it,https://www.liceiangeloniterni.edu.it
VERC004016,www.iisluzzatti.it,https://iisluzzatti.it/
BSPS11000A,http//www.liceoleonardobs.gov.it,https://www.liceoleonardobs.edu.it
AGRC01602N,www.iissarena.gov.it,https://www.iissarena.edu.it
SATD034011,www.iisbestagloriosi.gov.it,https://www.iisbestagloriosi.edu.it
TVPC02000B,www.liceogiorgione.gov.it,https://www.liceogiorgione.edu.it
MITD02301E,www.iiscardano.gov.it,https://www.iiscardano.edu.it
POPS02000G,www.copernico.prato.it,https://copernico.prato.it/
BLPC00701N,www.liceibelluno.gov.it,https://liceibelluno.edu.it/
CBPM00701N,www.iissbojano.gov.it,https://www.iissbojano.edu.it
CARC00201B,www.azunicagliari.gov.it,https://www.azunicagliari.edu.it
TOTF00401B,www.istitutomoro.it,https://istitutomoro.edu.it/
BAPM05001C,orianitandoi.gov.it,https://www.orianitandoi.edu.it
BSPS018015,www.istitutomarzoli.edu.it,https://www.istitutomarzoli.edu.it
NARI05801C,www.isisdemedici.it,https://www.isisdemedici.it
LITA00201D,www.polocattaneo.it,https://www.polocattaneo.it
PAPS03902Q,www.isducabruzzi-grassi.it,https://www.isducabruzzi-grassi.edu.it/
LERH00701N,www.istitutocolumella.it,https://www.istitutoprestacolumella.edu.it/
MOPS04000L,www.liceomorandi.gov.it,https://www.liceomorandi.edu.it
SRTD004017,www.istitutoinsolera.gov.it,https://www.istitutoinsolera.edu.it
PAPM12000E,www.linguisticocassara.it,https://www.linguisticocassara.edu.it/
VBTN006017,www.alberghierostresa.it,http://www.istitutomaggia.it/
NAPM010006,www.liceofonseca.gov.it,https://www.liceofonseca.edu.it
NARC00701V,www.istitutoaxelmunthe.gov.it,https://www.istitutoaxelmunthe.edu.it
MIRI07401R,www.marellidudovich.gov.it,https://www.marellidudovich.edu.it
PARH01801B,www.pietrodomina.gov.it,https://www.pietrodomina.edu.it
SARA010016,www.profagrisalerno.gov.it,https://www.profagrisalerno.edu.it
SPPS01000C,www.liceopacinotti.gov.it,https://www.liceopacinotti.edu.it
FIPM01801N,www.liceoagnoletti.edu.it,https://www.liceoagnoletti.edu.it
NAPS01301N,www.donmilani.it,https://www.donmilani.it
PGPS003011,www.salvatorellimoneta.edu.it,https://salvatorellimoneta.edu.it/
PIPS00401D,antoniopesenti.gov.it,https://www.antoniopesenti.edu.it
SIRI00301C,www.istitutosangiovannibosco.net,https://www.istitutosangiovannibosco.net
TOPS004019,www.istitutomoro.it,https://istitutomoro.edu.it/
CLPM01401T,www.liceimanzonijuvara.gov.it,https://www.liceimanzonijuvara.edu.it
VISD020008,www.liceoartisticonove.vi.it,https://www.liceoartisticonove.vi.it
RGTD006012,ISLAPIRA.IT,https://www.islapira.edu.it/
RNRC00601X,WWW.EINAUDI-MOLARI.IT,https://www.EINAUDI-MOLARI.IT
TOPS047017,WWW.galileiferrari.it,https://www.galileiferrari.it
MNTD008011,www.giovannifalcone.edu.it,https://www.giovannifalcone.edu.it/index.php/it/
GESL01000P,www.liceokleebarabino.it,https://www.liceokleebarabino.edu.it/
LUPS020003,www.liceobarsantimatteucci.it,https://www.liceobarsantimatteucci.it
ANSD01002T,www.liceoartisticomannucci.it,https://www.liceoartisticomannucci.edu.it/
AVRC028015,www.istitutosuperioreaeclanum.it,https://istitutosuperioreaeclanum.it/
BLRH003017,www.polovalboite.gov.it,https://www.polovalboite.edu.it
ANRA022016,https//www.cupparisalvati.edu.it/,https://www.cupparisalvati.edu.it/
PNTF009017,www.isiszanussi.gov.it,https://www.isiszanussi.edu.it
VITF02201L,www.iisvaldagno.it,https://www.iisvaldagno.it
PDPM001015,www.iismarchesi.gov.it,https://www.iismarchesi.edu.it
RGTH00601Q,ISLAPIRA.IT,https://www.islapira.edu.it/
GERC01902V,www.caboto.gov.it,https://www.itpchiavari.edu.it/
ROTD01101B,www.polotecnicoadria.edu.it,https://polotecnicoadria.edu.it/
NATF15000E,www.itismajoranasommaves.gov.it,https://www.itismajoranasommaves.edu.it
PAPS010002,www.liceoggalileipalermo.it,https://www.liceoggalileipalermo.edu.it/
PZSL016018,www.iismaratea.edu.it,https://www.iismaratea.edu.it
CSTA064015,www.itisrossano.it,https://www.itisrossano.it
VCRI01601X,www.iis-lancia.gov.it,https://iis-lancia.edu.it/
PATD01801D,www.pietrodomina.gov.it,https://www.pietrodomina.edu.it
SARA010049,www.profagrisalerno.gov.it/,https://www.profagrisalerno.edu.it/
MEPS003016,www.liceosciasciafermi.gov.it,https://www.liceosciasciafermi.edu.it
RIPS00801E,www.iisgregoriodacatino.gov.it,https://www.iisgregoriodacatino.edu.it
CZRA00303Q,costanzoscuole.it,https://www.costanzoscuole.it
IMTN00402T,www.ruffiniaicardi.it,https://www.ruffiniaicardi.it
PGPS002015,www.casimiri.it,https://www.casimiri.it
SARH06901T,www.santacaterina-amendola.gov.it,https://www.santacaterina-amendola.edu.it
PITL00301X,www.e-santoni.org,https://www.e-santoni.org
CRSL00801R,www.istitutostradivari.it,https://www.istitutostradivari.edu.it/
BSTD03101B,www.istitutomantegna.gov.it,https://www.istitutomantegna.edu.it
LOTD010003,www.bassi.gov.it,https://www.bassi.edu.it
RMPC23000X,www.liceomamiani.gov.it,https://www.liceomamiani.edu.it
CTRH03000C,www.alberghierowojtyla.gov.it,https://www.alberghierowojtyla.edu.it
TATF034018,www.liside.gov.it,https://www.liside.edu.it
LETF01601R,www.iisstricase.it,https://www.iisstricase.it
GETH020013,www.itnautico.gov.it,https://www.itnautico.edu.it
VBRH006017,www.alberghierostresa.it,http://www.istitutomaggia.it/
AGTD01601X,www.iissarena.gov.it,https://www.iissarena.edu.it
SSPS00401V,www.iispaglietti.it,https://www.iispaglietti.it
VTPS010006,www.liceopaoloruffiniviterbo.edu.it,https://www.liceopaoloruffiniviterbo.edu.it
TVRC02201Q,www.istitutorosselli.net,https://www.istitutorosselli.net
VAPC040006,www.liceolegnani.edu.it,https://www.liceolegnani.edu.it
FIPS04000R,www.liceocastelnuovo.gov.it,https://www.liceocastelnuovo.edu.it
RMTF053015,www.pertinigenzano.gov.it,https://www.pertinigenzano.edu.it
VIRI011019,www.iislonigo.it,http://www.iislonigo.edu.it/
NATF190001,www.itimariecurie.gov.it,https://www.itimariecurie.edu.it
BOTD080001,www.salvemini.bo.it,https://www.salvemini-bo.edu.it/
PZTF06000E,www.comprensivocorleto.gov.it,https://www.comprensivocorleto.edu.it
MNRC006012,www.istitutogreggiati.edu.it,https://www.istitutogreggiati.edu.it
CERH00404T,WWW.matteiaversa.it,https://www.matteiaversa.edu.it/
SATD06901X,www.santacaterina-amendola.gov.it,https://www.santacaterina-amendola.edu.it
TOTF00701V,www.iisdoria.gov.it,https://www.iisdoria.edu.it
SPPM01000D,www.liceomazzini.gov.it,https://www.liceomazzini.edu.it
VCTD013013,www.cavourvercelli.it,https://www.cavourvercelli.it
PTRC002019,www.sismondipacinotti.edu.it,https://www.sismondipacinotti.edu.it
ROTD00801G,www.iisdeamicis-rovigo.gov.it,https://www.iisdeamicis-rovigo.edu.it
RMRC121011,www.luigieinaudiroma.gov.it/,https://www.luigieinaudiroma.edu.it/
PAPM07000P,www.liceodanilodolci.it,https://www.liceodanilodolci.edu.it/
PGTL00201B,pgis00200p@istruzione.it,https://www.pgis00200p@istruzione.it
VIRC01701G,www.remondini.net,https://www.remondini.net
RMRH06000V,www.alberghierovelletri.gov.it,https://www.alberghierovelletri.edu.it
NAPM079019,www.istitutopertini.net,https://www.istitutopertini.net
APTD07000B,www.carducci-galilei.it,https://www.carducci-galilei.it
ALTD00801G,www.marconitortona.gov.it/,https://www.marconitortona.edu.it/
RCPS01901C,LICEOPIZIPALMI.GOV.IT,https://liceopizipalmi.edu.it/
LORC01000Q,www.ipseinaudilodi.edu.it,https://ipseinaudilodi.edu.it/
FITF01701V,http//www.isisdavinci.gov.it,https://www.isisdavinci.edu.it
CSPC067025,www.iissanmarcoargentano.gov.it,https://www.iissanmarcoargentano.edu.it
LCTD00801A,www.isrota.gov.it,https://isrota.edu.it/
LUPC010009,www.liceo-carducci.edu.it,https://liceo-carducci.edu.it/
ANSD01001R,www.liceoartisticomannucci.it,https://www.liceoartisticomannucci.edu.it/
TATD03601N,www.iissdavinci.gov.it,https://www.iissdavinci.edu.it
BGRC03801A,www.istitutoguidogalli.gov.it,https://www.istitutoguidogalli.edu.it
NAPM10000C,www.donmilaninapoli.gov.it,https://www.donmilaninapoli.edu.it
LTTL01801V,www.isgalileisani.it,https://www.isgalileisani.it
TVPC021018,www.istitutodacollo.it,https://www.istitutodacollo.it
VAPC020001,www.liceoclassicovarese.edu.it,https://www.liceoclassicovarese.edu.it
FIPS100007,www.liceogramsci.it,https://www.liceogramsci.it
RIRI00701X,WWW.ROSATELLI.IT,https://www.ROSATELLI.IT
CZPS003014,www.costanzoscuole.it,https://www.costanzoscuole.it
VIRI004016,www.istitutomasotto.gov.it,https://www.istitutomasotto.edu.it
BATD069029,www.iissalpimontale.edu.it,https://www.iissalpimontale.edu.it
SRRA004011,www.istitutoinsolera.gov.it,https://www.istitutoinsolera.edu.it
PNRC00801T,www.istitutoflora.edu.it,https://www.istitutoflora.edu.it
ARPC001018,www.istitutosignorelli.gov.it,https://www.istitutosignorelli.edu.it
SRPS02301R,www.istitutomajoranaavola.it,https://www.istitutomajoranaavola.it
BNTF004012,www.istitutomedi.it,https://www.istitutomedi.it
NAPS14101P,https//www.itidavinci.edu.it/,https://www.itidavinci.edu.it/
BSRH031019,www.istitutomantegna.gov.it,https://www.istitutomantegna.edu.it
MNRC006023,www.istitutogreggiati.edu.it,https://www.istitutogreggiati.edu.it
PTRI002012,www.sismondipacinotti.edu.it,https://www.sismondipacinotti.edu.it
RMSL09701N,www.confalonieridechirico.it,https://www.confalonieridechirico.it
RERC01000P,www.ipsscfilippore.edu.it,https://www.ipsscfilippore.edu.it
SPPS01001D,www.liceopacinotti.gov.it,https://www.liceopacinotti.edu.it
PAPM100009,www.linguisticocassara.it,https://www.linguisticocassara.edu.it/
CRRI008015,www.istitutostradivari.it,https://www.istitutostradivari.edu.it/
TVTN00401B,www.isissverdi.it,https://isissverdi.it/
VCTF01601R,iis-lancia.gov.it,https://iis-lancia.edu.it/
MTTD020001,http//www.itcgtursi.gov.it,https://www.itcgtursi.edu.it
SARA01011N,www.profagrisalerno.gov.it/,https://www.profagrisalerno.edu.it/
SSRI004014,www.iispaglietti.it,https://www.iispaglietti.it
UDTD007019,www.paolinodaquileia.it,https://www.paolinodaquileia.it
MIRA03601A,www.iispareto.it,https://www.iispareto.it
CNRA01203B,www.iisumbertoprimo.it,https://www.iisumbertoprimo.it
NARH119017,www.ismorano.gov.it,https://www.ismorano.edu.it
TORI019018,www.iis-ferraris.gov.it,https://www.iis-ferraris.edu.it
LCRC008013,www.isrota.gov.it,https://isrota.edu.it/
LIPC001015,www.isisforesi.it/,https://www.isisforesi.it/
NASD13000N,www.convittonapoli.it,https://www.convittonapoli.it
PRPS008015,www.iissgadda.it,https://www.iissgadda.it
BLSD00301X,www.polovalboite.gov.it,https://www.polovalboite.edu.it
TORI04702D,www.galileiferrari.it,https://www.galileiferrari.it
NAPS10901V,www.liceomunari.gov.it,https://www.liceomunari.edu.it
SASL040008,www.liceoartisticosabatinimenna.gov.it,https://www.liceoartisticosabatinimenna.edu.it
ARTD002013,www.liceosansepolcro.it,https://www.liceosansepolcro.it
FIPM02000L,www.liceopascoli.gov.it,https://www.liceopascoli.edu.it
PDRC024019,www.atestino.gov.it,https://www.atestino.edu.it
BGSL001014,www.istitutocelerilovere.it,https://www.istitutocelerilovere.it
TATD039026,www.iissperrone.gov.it,https://iissperrone.edu.it/
NARA09601G,www.iscaravaggio.gov.it,https://www.iscaravaggio.edu.it
PNRI00901A,www.isiszanussi.gov.it,https://www.isiszanussi.edu.it
CEPQ011019,www.istitutogbnovelli.it,https://www.istitutogbnovelli.it
TPPS03201B,www.liceicastelvetrano.edu.it,https://liceicastelvetrano.edu.it/
LTPS02000G,www.liceograssilatina.org,https://www.liceograssilatina.org
PDTD02401L,www.atestino.gov.it,https://www.atestino.edu.it
AGRC02303T,www.iissarena.gov.it,https://www.iissarena.edu.it
COTD01000G,www.caioplinio.gov.it,https://www.caioplinio.edu.it
UDRI00701P,www.paolinodaquileia.it,https://www.paolinodaquileia.it
MNTD00301T,www.francescogonzaga.gov.it,https://www.francescogonzaga.edu.it
CETD03901Q,www.istitutolener.gov.it,https://www.istitutolener.edu.it
VCRI016021,www.iis-lancia.gov.it,https://iis-lancia.edu.it/
MEPC003013,www.liceosciasciafermi.gov.it,https://www.liceosciasciafermi.edu.it
SSPS00402X,www.iispaglietti.edu.it,https://www.iispaglietti.edu.it
SATL04101E,www.itimarconinocera.org,https://www.itimarconinocera.org
NATF11901G,www.ismorano.gov.it,https://www.ismorano.edu.it
LIRI00101D,www.isisforesi.it/,https://www.isisforesi.it/
APRC004016,www.iis-amandola.gov.it,https://iis-amandola.edu.it/
BOTF02601G,www.majoranasanlazzaro.it,https://www.majoranasanlazzaro.edu.it/
TORC01901G,www.iis-ferraris.gov.it,https://www.iis-ferraris.edu.it
PGRI03601D,www.ipsiapg.it,https://www.ipsiapg.it
BGTD03701T,WWW.OBERDAN.GOV.IT,https://oberdan.edu.it/
VBTF00701B,WWW.COBIANCHI.IT,https://www.COBIANCHI.IT
TOTF047019,www.galileiferrari.it,https://www.galileiferrari.it
CETD04000V,http//www.isdavincismcv.gov.it,https://www.isdavincismcv.edu.it
APPM007016,www.fazzinimercantini.gov.it,https://www.fazzinimercantini.edu.it
LCPC01000A,www.liceomanzonilecco.gov.it,https://liceomanzonilecco.edu.it/
RMPS090001,http//www.liceo-enriques.gov.it/,https://www.liceo-enriques.edu.it/
PRTF008017,www.iissgadda.it,https://www.iissgadda.it
TVTN01000N,www.ittmazzotti.edu.it,https://www.ittmazzotti.edu.it
FIPS030006,www.liceodavincifi.gov.it,https://liceodavincifi.edu.it/
TORH02901B,www.istitutobeccari.gov.it,https://www.istitutobeccari.edu.it
RITD00701E,www.iisluigidisavoia.it,https://www.iisluigidisavoia.it
BARC03701D,ISTITUTOGORJUXTRIDENTEVIVANTE.GOV.IT,https://www.ISTITUTOGORJUXTRIDENTEVIVANTE.edu.IT
VITF004013,https//www.istitutomasotto.gov.it,https://www.istitutomasotto.edu.it
NAPM230005,www.liceoserao.edu.it,https://www.liceoserao.edu.it
BARH069016,www.iissconsolipinto.it,https://www.iissconsoli.edu.it/
RMTD05301V,www.pertinigenzano.gov.it,https://www.pertinigenzano.edu.it
LTPS030006,www.liceoalbertiminturno.it,https://www.liceoalbertiminturno.it
BSRC029014,www.istitutogolgibrescia.gov.it,https://istitutogolgibrescia.edu.it/
MNSL00601A,www.istitutogreggiati.edu.it,https://www.istitutogreggiati.edu.it
LCPS01000D,www.grassilecco.edu.it,https://grassilecco.edu.it/
NOPM010005,www.liceobellini.gov.it,https://www.liceobellini.edu.it
PAPM01401B,www.istitutosuperiorebisacquino.it,https://www.istitutosuperiorebisacquino.it
AVTF02101X,www.iissrinaldodaquino.it,https://www.iissrinaldodaquino.it
BRPS00301X,leonardodavincifasano.gov.it,https://www.leonardodavincifasano.edu.it
RCTF02201A,www.isoppido.it,https://www.isoppido.it
NARI089014,WWW.ITIMARCONI.IT,https://www.ITIMARCONI.IT
AGRC02301Q,www.IPSCTGALLO.GOV.IT,https://www.IPSCTGALLO.edu.IT
BOTA03000D,www.scarabelli-ghini.edu.it,https://www.scarabelli-ghini.edu.it
ENTF007014,www.itispiazza.gov.it,https://www.itispiazza.edu.it
PDRC02101T,www.denicolapiovedisacco.gov.it,https://www.denicolapiovedisacco.edu.it
ANPC03000B,www.liceostelluti.gov.it,https://liceostelluti.edu.it/
ALRC008018,http//www.marconitortona.gov.it,https://www.marconitortona.edu.it
PTTD01001G,www.itsmarchiforti.gov.it,https://www.itsmarchiforti.edu.it
VTTF017014,www.ittvt.gov.it,https://www.ittvt.edu.it
TERA00801N,www.iisdipopparozzi.it,https://www.iisdipopparozzi.it
NAPS06301P,www.iscaravaggio.gov.it,https://www.iscaravaggio.edu.it
NASL12101A,www.isissereni-afragola-cardito.gov.it,https://www.isissereni-afragola-cardito.edu.it
CRRC00601R,www.einaudicremona.gov.it,https://www.einaudicremona.edu.it
TORC02101G,http//www.romero.gov.it,https://www.romero.edu.it
PCRI00601T,www.isii.it,https://www.isii.it
CSTD067013,www.iissanmarcoargentano.gov.it,https://www.iissanmarcoargentano.edu.it
RMPC180004,www.liceosocrate.gov.it,https://www.liceosocrate.edu.it
GERC00602R,www.vittorioemanueleruffini.it,https://www.vittorioemanueleruffini.it
PGRI038015,www.ipsiapg.it,https://www.ipsiapg.it
COPM02000B,www.teresaciceri.eu,https://www.teresaciceri.eu
TASL03601P,www.liceoartisticolisippo-ta.it,https://liceoartisticolisippo-ta.it/
BARI05000G,www.ipsiarchimede.gov.it,https://www.ipsiarchimede.edu.it
APTL00701B,www.fazzinimercantini.gov.it,https://www.fazzinimercantini.edu.it
RASL020007,liceoartisticoravenna.gov.it,https://www.liceoartisticoravenna.edu.it
PVTF013021,www.cardano.pv.it,https://www.itiscardanopv.edu.it/
RMTF11901E,WWW.ITISCIVITAVECCHIA.IT,https://www.ITISCIVITAVECCHIA.IT
