school_id,page_url,page_template,page_menu_or,page_ungrouped_multim,metric
VETH00801E,https://www.ptpvenezia.edu.it,8.0,1.0,22.0,3.0
RGRC012012,https://www.istitutosuperioremarconi.edu.it/,1.0,1.0,22.0,2.8
CASL01000N,https://liceoartisticocagliari.edu.it/,9.0,3.0,14.0,3.7
ROTF01201D,https://itisviola.it/,9.0,1.0,1.0,-1.0
CNTL02201L,https://www.arimondieula.edu.it,8.0,1.0,13.0,3.5
VASL011017,https://www.donmilaniva.edu.it,4.0,3.0,21.0,3.8
PNPS003016,https://www.torricellimaniago.edu.it,8.0,1.0,6.0,4.0
CLTL006014,https://www.ISTITUTOMAJORANAGELA.edu.IT,9.0,3.0,0.0,4.3
NAPS15000C,https://www.liceoscientificodecarlo.edu.it/,5.0,1.0,3.0,4.2
MERI02701X,https://www.veronatrento.it,9.0,2.0,18.0,3.7
SSSL030007,https://www.liceoartisticodeandre.edu.it,4.0,3.0,9.0,4.0
BSPS01000D,https://www.liceocalini.edu.it,8.0,1.0,21.0,3.1
MOPC020008,https://www.muratorisancarlo.edu.it,8.0,1.0,36.0,2.5
NATF11401C,https://www.leonenobile.edu.it,9.0,3.0,0.0,4.0
KRTD01201N,https://istitutonauticokr.edu.it/,9.0,1.0,23.0,3.0
AGRH02000C,https://www.alberghierofavara.edu.it,6.0,1.0,9.0,3.2
PNTF004014,https://www.isspilimbergo.edu.it,8.0,1.0,14.0,3.2
TVTF023015,https://www.giorgifermi.edu.it,6.0,1.0,10.0,3.3
CTPS05301C,https://www.liceogalileicatania.edu.it,6.0,1.0,9.0,3.4
SRPS006013,https://www.istitutoraelinoto.edu.it/,5.0,1.0,0.0,4.5
ANRI02301N,https://www.iismerlonimiliani.it,8.0,1.0,7.0,3.9
IMPS01001A,https://liceoimperia.it/,9.0,1.0,1.0,-1.0
RGRI01201P,https://www.istitutosuperioremarconi.it,5.0,1.0,3.0,4.3
TORC053013,https://www.bossomonti.it,9.0,1.0,8.0,3.1
CASL013016,https://www.liceoasproni.it,9.0,2.0,4.0,4.4
TVRC009019,https://www.iissfanno.edu.it,8.0,1.0,12.0,3.5
SAPC02201Q,https://www.isiscorbino.edu.it/,6.0,1.0,12.0,3.7
PAPS011031,https://www.iislercarafriddi.it,5.0,1.0,3.0,4.3
SARH068012,https://www.iispiranesi.edu.it,6.0,1.0,8.0,3.7
MNTF00701B,https://www.galileiostiglia.edu.it,8.0,1.0,16.0,3.2
CBTD003015,https://scuolecasacalenda.edu.it/,9.0,1.0,1.0,-1.0
PEPC010009,https://www.liceoclassicope.edu.it,8.0,1.0,12.0,3.5
RERI011018,https://www.iisnobili.edu.it,2.0,3.0,12.0,3.8
PVTD010005,https://www.bordoni.edu.it,5.0,1.0,0.0,4.3
BOTD01601P,https://www.manfreditanari.edu.it/,8.0,1.0,17.0,3.3
MIPS041018,https://www.iisgadda.edu.it,8.0,1.0,16.0,3.3
LUTH01801N,https://www.IISGALILEIARTIGLIO.edu.IT,5.0,1.0,3.0,4.4
BSPS03000P,http://liceogolgi.edu.it/,5.0,1.0,3.0,4.4
BNRC027015,https://www.palmieriramponepolo.edu.it,1.0,1.0,3.0,3.7
PZTD011025,https://www.solimenelavello.edu.it,4.0,3.0,0.0,4.0
NATF07701P,https://www.ismoscati.edu.it,7.0,1.0,7.0,3.8
VATD22000N,https://www.isismontaletradate.com,2.0,3.0,17.0,3.7
TVRI024014,https://www.iiseinaudiscarpa.edu.it,8.0,1.0,18.0,3.3
BIPS00401B,https://www.liceocossatese.it,9.0,1.0,10.0,3.7
MOPS01801C,https://www.istitutocorni.edu.it,8.0,1.0,10.0,3.5
IMPS03000E,https://www.liceoaprosio.it,5.0,1.0,3.0,4.0
NURA01801E,https://www.ispira.edu.it,8.0,1.0,9.0,3.5
TORH00602Q,https://www.iisubertini.edu.it,8.0,1.0,11.0,3.4
TRPS020009,https://www.galileiterni.edu.it,8.0,1.0,17.0,3.3
MIPC03000N,https://www.liceoclassicocarducci.edu.it,9.0,3.0,63.0,2.9
RMPS39000G,https://www.liceovailatigenzano.edu.it,9.0,1.0,24.0,2.7
CRPC001012,https://poloromani.edu.it/,5.0,1.0,4.0,4.1
RMPS073018,https://www.isisdarwin.edu.it,3.0,2.0,17.0,3.0
CZRI01901V,https://www.polotecnologico.edu.it,6.0,1.0,20.0,3.5
SARH02101R,https://www.iis-sacco.edu.it,5.0,1.0,3.0,4.0
ARPS02101L,https://www.galileipoppi.edu.it/,8.0,1.0,4.0,4.0
SARI06802E,https://www.istitutosuperiorecuomomilone.edu.it,5.0,1.0,3.0,4.2
CNPS030008,https://www.liceococito.edu.it,5.0,1.0,1.0,4.4
CLTD003027,https://www.sturzo-gela.edu.it/,1.0,1.0,3.0,4.0
RMRI08001L,https://www.IPIASOLIVIERI.edu.IT,5.0,1.0,3.0,4.3
NAPS200008,https://www.liceocalamandrei.it,6.0,1.0,20.0,3.3
PEPS03000N,https://galileipescara.it/,9.0,1.0,1.0,-1.0
CNPS02000N,https://liceocuneo.it/,5.0,1.0,3.0,4.3
UDPS01901Q,https://www.isismagrinimarchetti.it,5.0,1.0,3.0,4.2
VTPS009013,https://www.dallachiesa.edu.it,7.0,1.0,4.0,3.8
NAPS65000R,https://www.liceomelito.edu.it,7.0,1.0,7.0,4.0
CHRI00701A,https://www.ismattiolisansalvo.edu.it,9.0,1.0,1.0,-1.0
MORA011028,https://www.istas.mo.it,5.0,1.0,18.0,3.7
VATD210003,https://www.gaddarosselli.edu.it,8.0,1.0,13.0,3.4
RCTL031019,https://www.iismarconisiderno.edu.it/,4.0,3.0,15.0,3.7
MITD57000B,https://www.itetmaggiolini.edu.it,7.0,1.0,0.0,4.3
LEPS01000P,https://liceodegiorgi.edu.it/,9.0,1.0,0.0,3.7
NAPC40000V,https://www.liceovittorioemanuele.it,7.0,1.0,7.0,4.0
TOPS190009,https://www.liceonewton.it,9.0,1.0,7.0,4.2
PSPC06000D,https://liceonolfi.it/,9.0,1.0,1.0,-1.0
IMPC040002,https://www.liceogdcassini.edu.it,5.0,1.0,3.0,4.2
FIPC04000N,https://www.liceomichelangiolo.it,7.0,1.0,8.0,4.0
MIPS120003,https://www.liceomajoranarho.edu.it,8.0,1.0,10.0,3.2
BNPS016027,https://www.iisgalileivetrone.edu.it,7.0,1.0,4.0,4.2
TPRC02101D,https://www.gbferrigno.edu.it,5.0,1.0,3.0,4.4
NAPS04201N,https://www.isisdenicola.edu.it,7.0,1.0,1.0,4.3
FRTF026012,https://www.fris02600d@istruzione.it,9.0,1.0,1.0,-1.0
CTTD01301T,https://www.iisriposto.edu.it,9.0,1.0,19.0,3.5
NAPS13901P,https://www.nobeltorredelgreco.edu.it,9.0,1.0,44.0,2.4
TOTD03101D,https://www.istituto8marzo.edu.it,5.0,1.0,3.0,4.0
GRTD01301T,https://www.isisfossombroni.it,9.0,1.0,1.0,-1.0
BSTD01602A,https://www.primolevi-bs.it,5.0,1.0,3.0,4.3
PGPS02601N,https://www.liceospoleto.edu.it,8.0,1.0,8.0,3.7
LTRI01901N,https://www.mattei-einaudi.it,9.0,1.0,1.0,-1.0
VITF02101R,https://www.iisscotton.it,8.0,1.0,11.0,3.4
CLRH003014,https://www.sturzo-gela.edu.it,1.0,1.0,3.0,4.1
PEPS01000C,https://www.leonardope.edu.it/,8.0,1.0,13.0,3.3
ALPS020009,https://www.liceopeano.it,8.0,1.0,22.0,2.9
NUSD01601Q,https://www.liceolanusei.edu.it,9.0,1.0,1.0,-1.0
NAPS55000X,https://www.liceocaivano.edu.it,7.0,1.0,7.0,4.1
VATN003015,https://www.isisluino.edu.it/,8.0,1.0,10.0,3.3
MITF093013,https://www.curiesraffa.it,9.0,1.0,1.0,-1.0
MCPS007018,https://www.istitutogentili.edu.it,8.0,1.0,21.0,3.0
FGTD08000A,https://www.blaisepascal.it,9.0,1.0,26.0,2.6
NAPC39000D,https://www.liceodiazottaviano.it,9.0,1.0,1.0,-1.0
METD08000A,https://www.itcgtfermi.edu.it,9.0,1.0,51.0,2.2
CORH004028,https://www.gdromagnosi.it,8.0,1.0,17.0,3.0
TRPS001011,https://www.gandhinarni.edu.it,8.0,1.0,12.0,3.1
TOPS18000P,https://www.liceomonti.it,9.0,1.0,1.0,-1.0
RMTA07201T,https://www.iisleonardodavinci.edu.it,9.0,1.0,1.0,-1.0
ARPS01901L,https://www.isisvarchi.edu.it,9.0,1.0,1.0,-1.0
ANPS05000Q,https://www.liceoscientificofabriano.it,9.0,1.0,1.0,-1.0
ALTF080003,https://www.sobrero.edu.it,9.0,1.0,1.0,-1.0
LIPS030007,https://www.liceocecioni.edu.it,1.0,1.0,5.0,4.2
CTTF033019,https://www.iissferraris.edu.it,3.0,3.0,0.0,4.5
CBTF01000D,https://www.iti-marconi.edu.it,9.0,3.0,10.0,4.0
BSPC01000A,https://liceoarnaldo.edu.it/,1.0,1.0,4.0,4.3
MCRI004012,https://www.ismatteirecanati.edu.it/,8.0,1.0,15.0,3.3
GRSL012013,http://www.polobianciardigrosseto.edu.it/,1.0,3.0,16.0,3.0
BARH049011,https://www.disavoiacalamandrei.edu.it,9.0,1.0,1.0,-1.0
FRPC023019,https://www.iisanagni.edu.it,5.0,1.0,3.0,4.3
ENPS01801C,https://www.istitutomedi.edu.it,6.0,1.0,4.0,4.2
NAPS690018,https://www.liceorenatocartesio.it,7.0,1.0,7.0,4.0
TPTD004013,https://www.omnicomprensivopantelleria.edu.it,6.0,1.0,8.0,3.7
BSPC020001,https://www.liceobagatta.it,9.0,1.0,0.0,4.3
MIRI01601R,https://www.iisinveruno.edu.it,8.0,1.0,8.0,3.5
CAPS02901V,https://www.iismarconilussu.it,6.0,1.0,4.0,4.3
TARH070013,https://elsamorantecrispiano.edu.it/,5.0,1.0,0.0,4.5
MIPS15000V,https://www.liceobottoni.edu.it,8.0,1.0,8.0,3.6
PDPS11000P,https://www.LICEOGALILEOGALILEI.edu.IT,9.0,1.0,15.0,3.9
MITL00401G,https://www.iiscattaneomilano.edu.it,4.0,3.0,24.0,4.0
BORI01402D,https://www.alberghetti.edu.it,8.0,1.0,14.0,3.4
LEPS04000E,https://www.liceovallone.edu.it,5.0,1.0,8.0,4.0
BIRC00601G,https://www.itcbona.biella.it,9.0,1.0,1.0,-1.0
METD110012,https://www.itcgsantagata.edu.it/wp/,4.0,3.0,5.0,4.4
VRPS01601G,https://www.calabreselevi.it,9.0,1.0,1.0,-1.0
SRRH040007,https://federicosecondodisveviasr.edu.it/,7.0,1.0,19.0,3.4
UDRC01101N,https://www.linussio.edu.it,8.0,1.0,13.0,3.3
SAPS06101D,https://www.genovesidavinci.edu.it,9.0,3.0,30.0,3.6
CBRI070008,https://www.omnimontenero.edu.it,6.0,1.0,12.0,3.3
PEPS05000V,https://www.liceodascanio.edu.it,8.0,1.0,22.0,3.0
UDRC019018,https://www.stringher.it,8.0,1.0,24.0,3.0
AVPC02000T,https://www.liceoparzanese.edu.it/,6.0,1.0,12.0,3.4
PARH001012,https://www.istitutougdulena.edu.it,7.0,1.0,4.0,4.1
VETD028012,https://www.8marzolorenz.edu.it,9.0,1.0,0.0,4.4
RMPS320009,https://www.liceolandi.edu.it,5.0,1.0,3.0,4.2
LETD026015,https://www.istitutovanoninardo.edu.it,5.0,1.0,3.0,4.0
ISTF01601L,https://www.icdagnillo.edu.it,1.0,1.0,12.0,4.0
RNTN01000Q,https://www.ittmarcopolorimini.edu.it/,8.0,1.0,15.0,3.2
TOTD03701C,https://www.quintinosella.it,9.0,1.0,1.0,-1.0
NUTA014013,https://www.iisvoltanuoro.edu.it,8.0,1.0,19.0,2.9
PSPC03000N,https://www.liceomamianipesaro.edu.it/,8.0,1.0,16.0,3.0
MIPS13000N,https://www.liceogalileilegnano.edu.it,5.0,1.0,3.0,4.3
PDRH01000G,https://www.istitutoalberghieroabano.it,8.0,1.0,6.0,3.7
PDPS01301A,https://www.liceolucreziocaro.it,9.0,1.0,1.0,-1.0
CTRI05301N,https://www.FERMIEREDIA.IT,9.0,1.0,1.0,-1.0
TERI004012,https://www.IISMORETTI.IT,9.0,1.0,1.0,-1.0
LIPS010002,https://www.liceoenriques.edu.it,5.0,1.0,0.0,4.5
PAPC11000Q,https://www.liceovittorioemanuelepa.it,6.0,1.0,7.0,3.5
CEPC110012,https://www.liceogiannonecaserta.edu.it,5.0,1.0,0.0,4.3
MEPC060017,https://www.liceopatti.it,9.0,1.0,12.0,3.0
UDTF01401P,https://www.isisfermosolari.it,2.0,1.0,7.0,4.0
VISL00101A,https://www.liceivaldagno.it,9.0,1.0,0.0,4.2
BGTF023016,https://istitutoriva.edu.it/,9.0,1.0,0.0,4.2
CTPS026014,https://www.iismarchesimascalucia.edu.it,5.0,1.0,0.0,4.2
PITD070007,https://www.itcattaneo.it,9.0,1.0,1.0,-1.0
MIPS18000P,https://www.eliovittorini.edu.it,5.0,1.0,3.0,4.0
CHSD01401P,https://liceopudente.edu.it/,9.0,1.0,0.0,3.8
RMPC14000N,https://www.liceomanara.it,8.0,1.0,14.0,3.0
TPTF018017,https://www.isdavincitorre.eu,2.0,3.0,0.0,4.4
PGTF03401P,https://www.iisgubbio.edu.it,8.0,1.0,7.0,3.7
VTSL008014,https://www.orioli.org,9.0,1.0,1.0,-1.0
CETD04101Q,https://www.isisstefanelli.edu.it,5.0,1.0,3.0,4.2
MIPS09901X,https://www.schiaparelligramsci.edu.it,5.0,1.0,3.0,4.2
GERI02000N,https://www.ipsiaodero.edu.it,8.0,1.0,10.0,3.4
ANPS03000E,https://www.liceogalileiancona.edu.it,9.0,3.0,0.0,4.4
FEPS01000N,https://www.liceoroiti.edu.it,8.0,1.0,6.0,3.6
LEPS21000C,https://www.itdeleddalecce.edu.it,7.0,1.0,18.0,3.4
PAPS008024,https://iisbasiledaleo.edu.it/,9.0,1.0,1.0,-1.0
VISL01901G,https://www.boscardin.edu.it,8.0,1.0,15.0,3.5
RMPS17000L,https://www.liceonewtonroma.it,8.0,1.0,0.0,3.9
ANPS040005,https://www.liceodavincijesi.edu.it,8.0,1.0,14.0,3.4
SATF027025,https://www.iisassteas.edu.it,7.0,1.0,4.0,4.0
MNTA013012,https://www.isstrozzi.edu.it,8.0,1.0,0.0,4.1
NUPS090017,https://www.liceoferminuoro.it/,9.0,1.0,1.0,-1.0
PRRA006013,https://www.magnaghisolari.edu.it,8.0,1.0,4.0,3.8
FITA00701G,https://www.agrariofirenze.it,9.0,1.0,1.0,-1.0
SVPC00801R,https://www.liceochiabreramartini.edu.it,8.0,1.0,20.0,3.2
BATL07101P,https://www.pertinianellipinto.edu.it/,8.0,1.0,10.0,3.4
MIPS16000D,http://marconionline.edu.it/,9.0,1.0,15.0,3.5
SSPS05000G,https://www.liceomossaolbia.edu.it,9.0,3.0,9.0,3.7
RMPC150008,https://www.liceo-orazio.it,9.0,1.0,1.0,-1.0
PDPS06000V,https://www.liceocornaro.edu.it,8.0,1.0,4.0,3.9
LTPS04000R,https://www.liceoterracina.edu.it,9.0,3.0,24.0,3.5
COTL00301X,https://www.istitutosantelia.edu.it,9.0,3.0,2.0,4.2
CSTF06101A,https://www.iisacri.edu.it,5.0,1.0,3.0,4.2
ATTD006022,https://www.giobert.edu.it,9.0,1.0,8.0,3.5
BASD053019,https://www.iissluigirusso.edu.it,4.0,3.0,0.0,4.2
PZPC02102R,https://www.liceovenosa.edu.it,5.0,1.0,4.0,4.3
SOPS00801G,https://www.pinchetti.net,8.0,1.0,11.0,3.5
MOTF080005,https://www.fermi-mo.edu.it,8.0,1.0,14.0,3.4
RMPC15002A,https://www.iiselianoluzzatti.edu.it,5.0,1.0,3.0,4.3
LEPS07000A,https://www.liceobanzi.edu.it,7.0,1.0,0.0,4.0
TARH070002,https://www.pitagorataranto.edu.it,5.0,1.0,6.0,4.2
VERI01301N,https://www.isisleonardodavinci.edu.it,8.0,1.0,12.0,3.3
TSTF010008,https://www.voltatrieste.edu.it,8.0,1.0,14.0,3.3
NATD022018,https://www.isnitti.edu.it,9.0,3.0,13.0,3.5
RGSL013016,https://www.istitutoferraris.edu.it,5.0,1.0,3.0,4.3
GORI01101C,https://www.isispertini.edu.it,8.0,1.0,20.0,3.3
VCPS01703L,https://istitutosuperioreferrarimercurino.edu.it/,9.0,1.0,10.0,3.5
PDSD02301B,https://www.iisgbferrari.edu.it,8.0,1.0,22.0,3.2
FIRC02902L,https://www.sassettiperuzzi.it/,9.0,1.0,1.0,-1.0
PAPC09000Q,https://www.umbertoprimo.it,5.0,1.0,4.0,4.3
CSTD01401E,https://www.iispoloamantea.edu.it,5.0,1.0,9.0,4.1
VIPC04000X,https://liceobrocchi.vi.it/,9.0,3.0,3.0,4.6
SATD061019,https://www.genovesidavinci.edu.it/,9.0,3.0,36.0,3.1
RCPS04000R,https://www.liceozaleuco.it,9.0,3.0,25.0,2.7
LCPS00201G,https://www.istitutobachelet.edu.it,4.0,3.0,12.0,4.0
RMPC09000T,https://www.liceovivona.edu.it/,9.0,1.0,37.0,3.2
AVSD013019,https://www.iissgrottaminarda.edu.it,7.0,1.0,0.0,4.4
MITD03701C,https://www.iisdellafra.edu.it,8.0,1.0,10.0,3.5
CNRC01401X,https://www.denina.it,8.0,1.0,11.0,3.3
ANTD00401V,https://www.istvas.it,9.0,1.0,1.0,-1.0
LTPS05000B,https://www.liceomajoranalatina.edu.it/,5.0,1.0,3.0,4.4
RNTF010004,https://www.itigrimini.it,9.0,1.0,1.0,-1.0
ANPC060007,https://liceoclassicojesi.edu.it/,9.0,3.0,14.0,3.9
FEPC01000E,https://www.liceocevolani.it,8.0,1.0,16.0,3.2
TORI06902A,https://ipsiabirago.it/,4.0,3.0,6.0,4.0
FGPS004012,https://www.fazzinivieste.edu.it,9.0,1.0,19.0,3.5
RETD00301X,https://www.istitutogobetti.it,5.0,1.0,3.0,4.6
PNRI00601V,https://www.isissacilebrugnera.edu.it,8.0,1.0,12.0,3.4
SORI013018,https://www.saracenoromegialli.edu.it,3.0,3.0,0.0,4.1
LTTD01601R,https://www.ipasanbenedetto.edu.it,8.0,1.0,16.0,3.2
PDTF022017,https://www.istitutoruzza.edu.it,8.0,1.0,16.0,3.4
BSPS01601D,https://www.primolevi.it/it,9.0,1.0,1.0,-1.0
VTRC006014,https://iiscolasanti.edu.it/,9.0,1.0,1.0,-1.0
TPRI028011,https://www.iscalvinoamico.edu.it/,6.0,1.0,0.0,4.2
KRRI040006,https://ipsiakr.edu.it/,5.0,1.0,4.0,4.0
AGRI02601X,https://www.iiss-archimede.edu.it,5.0,1.0,0.0,4.5
RARC060009,https://www.persolinostrocchi.it,9.0,2.0,8.0,3.6
COPS02000A,https://galileierba.edu.it/,5.0,1.0,3.0,4.2
MNPS011011,https://www.fermimn.edu.it,9.0,1.0,0.0,3.5
FIPS031013,https://www.iisscalamandrei.edu.it/,8.0,1.0,16.0,3.4
TOTD090008,https://www.itcsommeiller.edu.it/,5.0,1.0,6.0,4.0
BGRI017023,https://www.ettoremajorana.edu.it,9.0,3.0,0.0,4.1
VCTF019018,https://www.itis.it,9.0,1.0,1.0,-1.0
SSPS017011,https://www.iisfalconeborsellino.it,7.0,1.0,6.0,3.9
LCTD003017,https://www.marcopolocolico.edu.it,4.0,3.0,10.0,3.9
CBPC02601V,https://www.itaspertini.edu.it,7.0,1.0,13.0,3.0
CESD042016,https://www.CEIS042009@ISTRUZIONE.IT,9.0,1.0,1.0,-1.0
BGRC033017,https://www.zenale.edu.it/,8.0,1.0,4.0,3.7
MOTF030004,https://www.itivinci.mo.it,8.0,1.0,17.0,3.0
VITF05000Q,https://www.fermibassano.edu.it,8.0,1.0,22.0,3.0
MIPS019024,https://istitutocalvino.it/,9.0,1.0,1.0,-1.0
FEPC020005,https://www.liceoariosto.it,5.0,1.0,0.0,4.4
SAPS04000B,https://www.liceosensale.edu.it,6.0,1.0,4.0,4.1
BATF079015,https://www.iissvoltadegemmis.edu.it,9.0,2.0,35.0,2.7
RMPC06301E,https://www.liceoseneca.edu.it/,6.0,1.0,27.0,3.0
CSTF01601C,https://www.iisbisignano.edu.it,3.0,3.0,5.0,4.2
TOPS069014,https://www.liceogalfer.it,8.0,1.0,18.0,3.4
CTTD160007,https://www.iterusso.edu.it,8.0,1.0,12.0,3.4
AQTA01701Q,https://agrarioavezzano.edu.it/,9.0,3.0,13.0,3.5
FGTD044018,https://www.fianileccisotti.it,2.0,3.0,33.0,3.3
LOTF004013,https://www.iisvolta.edu.it,5.0,1.0,0.0,4.4
MITF03801E,https://www.iislagrange.edu.it,8.0,1.0,0.0,4.0
CBRC02601E,https://www.professionalevcuococb.it,9.0,1.0,1.0,-1.0
PAPC030004,https://www.liceomeli.edu.it/,7.0,1.0,26.0,3.6
COPS030001,https://web.liceogiovio.edu.it/_sito2020/,1.0,1.0,7.0,3.5
CERI04401L,https://www.rainulfodrengot.edu.it,9.0,1.0,1.0,-1.0
BNRC026019,https://ipssctamoro.edu.it/bnis02600a,9.0,1.0,1.0,-1.0
PSTH003013,https://www.polotrefano.edu.it,8.0,1.0,18.0,3.2
VERC012015,https://www.isisluzzatto.edu.it,8.0,1.0,17.0,3.0
RMPC07000L,https://www.liceodantealighieri.edu.it,5.0,1.0,3.0,4.1
NUTF012014,https://www.istitutosuperioresorgono.edu.it,5.0,1.0,0.0,4.3
GETD013016,http://liceti.edu.it/,8.0,1.0,20.0,3.0
CTSL01000A,https://www.liceoartisticocatania.edu.it,5.0,1.0,3.0,4.2
AQRA007019,https://www.iisdavincicolecchiaq.edu.it,1.0,1.0,5.0,3.8
TOTD038018,https://www.buniva.edu.it,5.0,1.0,0.0,4.4
MIRI09101E,https://www.einaudimagenta.edu.it,5.0,1.0,2.0,4.3
CNPS07000P,https://iliceimondovi.edu.it/,5.0,1.0,2.0,4.4
NUPS090006,https://www.liceoferminuoro.edu.it/,9.0,1.0,1.0,-1.0
NARH122024,https://www.ipssardegennaro.edu.it,7.0,1.0,7.0,4.0
BOTD00701X,https://www.archimede.edu.it,8.0,1.0,14.0,3.4
SAPS020006,https://www.liceodaprocida.edu.it,1.0,1.0,25.0,3.5
CNRC00301D,https://www.grandiscuneo.edu.it/,8.0,1.0,12.0,3.4
RMPS06401D,https://www.liceoblaisepascal.it,8.0,1.0,2.0,3.8
VITF06000A,https://www.chilesotti.edu.it,8.0,1.0,14.0,3.3
RCTF01301G,https://www.iisseveri.eu,9.0,1.0,1.0,-1.0
RAPS01000Q,https://www.liceoscientificoravenna.edu.it,9.0,3.0,4.0,4.1
SRPS02901Q,https://www.istitutoeinaudi.edu.it,5.0,1.0,3.0,4.3
BNPC002015,https://www.iistelese.edu.it/,9.0,1.0,1.0,-1.0
TOTF04000D,https://www.itispininfarina.it,8.0,1.0,23.0,3.0
PAPC04000P,https://www.liceogaribaldi.it,5.0,1.0,3.0,4.1
VEPC02301X,http://istitutobrunofranchetti.edu.it/lbf/,8.0,1.0,0.0,4.4
NAPC06801P,https://www.istitutosuperioregentileschi.it,4.0,3.0,4.0,4.2
VASL040006,https://www.artisticovarese.edu.it,8.0,1.0,10.0,3.5
NARH07000E,https://www.ipsar.net,9.0,1.0,1.0,-1.0
NATF091011,https://www.isistassinari.edu.it,8.0,1.0,7.0,3.6
VAPC02701R,https://www.liceocrespi.edu.it,4.0,3.0,0.0,4.3
FOTD010002,https://www.itematteucci.edu.it,5.0,1.0,3.0,4.2
RMPC080007,https://www.liceoeqvisconti.it,5.0,1.0,3.0,4.3
CZPS00101C,https://www.iisfermi.edu.it,9.0,1.0,1.0,-1.0
CZPC030008,https://www.liceofiorentino.edu.it,9.0,3.0,0.0,4.2
CLPS01901X,https://www.LICEOSCIENTIFICOVOLTA.edu.it,9.0,3.0,28.0,3.3
RMRC10201G,https://www.iispertinifalcone.edu.it,8.0,1.0,8.0,3.6
GRTD003028,https://www.isufol.net,9.0,1.0,1.0,-1.0
BIPS01000N,https://www.liceoavogadrobiella.edu.it,9.0,2.0,28.0,2.8
LEPC01000G,https://liceocapece.edu.it/,5.0,1.0,0.0,4.5
NAPC010002,https://www.liceogenovesi.edu.it,7.0,1.0,7.0,4.0
VASL01000A,https://www.artisticobusto.edu.it,9.0,3.0,0.0,4.7
ALTD00601X,https://www.vincialessandria.it,8.0,1.0,6.0,3.7
AQSD01201N,https://www.torloniabellisario.it,5.0,1.0,3.0,4.0
CTTB01000A,https://www.itaerferrarin.edu.it/pasw4/,3.0,3.0,15.0,3.1
RCSL030003,https://www.liceopretifrangipane.edu.it,5.0,1.0,0.0,4.5
LEPS00201R,https://www.trinchesemartano.edu.it/,8.0,1.0,5.0,3.7
BIPC00101R,https://www.liceosella.it,8.0,1.0,8.0,3.5
TRRI002012,https://www.iisacp.edu.it,9.0,1.0,13.0,3.8
ORTF02000D,https://www.itisothoca.edu.it,9.0,1.0,6.0,3.4
RAPS030001,https://www.liceolugo.edu.it,9.0,2.0,0.0,4.4
AVPS024019,https://www.isissdeluca.edu.it,7.0,1.0,4.0,4.3
PNPS010008,https://www.liceogrigoletti.edu.it,8.0,1.0,7.0,3.7
RMTF03301X,https://www.istitutocarlourbani.edu.it/it/,9.0,1.0,15.0,3.4
TRRA010008,https://www.istfabro.edu.it,7.0,1.0,24.0,3.3
MERI03701E,https://www.liceoluciopiccolo.edu.it,9.0,1.0,18.0,3.6
KRTL009018,https://www.KRIS00900G@ISTRUZIONE.IT,9.0,1.0,1.0,-1.0
VCRI01901B,https://www.iislombardivc.edu.it/,8.0,1.0,5.0,3.7
VETF022019,https://www.CESTARI-RIGHI.edu.IT,7.0,1.0,0.0,4.1
CBRI026017,https://ipiacb.it/,9.0,1.0,1.0,-1.0
SAPC011019,https://www.iispisacanesapri.edu.it,9.0,1.0,0.0,4.5
ARRI00801B,https://www.isisvaldarno.edu.it,5.0,1.0,0.0,4.6
VRRI01001T,https://giorgivr.it/,9.0,1.0,1.0,-1.0
ENPS01000R,https://liceoscientificofarinato.edu.it/,5.0,1.0,3.0,4.4
FOTD02000L,https://www.itcserra.edu.it,4.0,3.0,0.0,4.5
RMPC101014,https://www.iisguglielmotti.edu.it,4.0,3.0,6.0,3.8
ANTD002017,https://www.cambiserrani.it,9.0,1.0,1.0,-1.0
NOTA00301B,https://www.bonfantini.it,8.0,1.0,4.0,4.2
NAPS32000A,https://www.liceosegre.edu.it,7.0,1.0,0.0,4.1
GRTF00301D,https://www.isisamiataovest.it,9.0,1.0,1.0,-1.0
VITF03000E,https://www.depretto.edu.it,8.0,1.0,14.0,3.3
NATF010007,https://www.itisvoltanapoli.edu.it,9.0,1.0,1.0,-1.0
TVRA00803L,https://cerletti.edu.it/,5.0,1.0,0.0,4.3
LCTL013018,https://www.iismedardorosso.edu.it/,5.0,1.0,4.0,4.3
VARI04000E,https://www.ipsiasar.it,7.0,1.0,7.0,4.0
SAPS06000L,https://www.liceoseverisalerno.it,5.0,1.0,3.0,4.2
FIRC00201G,https://www.isisenriques.edu.it,8.0,1.0,14.0,3.4
TOTF06601P,https://gmca.edu.it/,9.0,1.0,1.0,-1.0
BGTF00401R,https://www.isarchimede.edu.it,4.0,3.0,8.0,4.0
AQPS018016,https://www.iisbafile.edu.it,7.0,1.0,8.0,4.0
RITD090006,https://www.istitutoonnicomprensivoborgorose.it,5.0,1.0,3.0,4.4
SSPS024025,https://www.iisantoniosegni.edu.it/,4.0,3.0,7.0,4.0
GETF01101R,https://www.nattadeambrosis.edu.it,8.0,1.0,7.0,3.5
TARA02601R,https://www.einaudimanduria.edu.it/,9.0,1.0,1.0,-1.0
AGPS030009,https://liceoscientificoleonardo.it/,5.0,1.0,3.0,4.4
CHPS02101B,https://www.scientificogalileilanciano.edu.it,7.0,1.0,4.0,4.3
PVTD009023,https://www.istitutomaserati.edu.it,8.0,1.0,18.0,3.1
