school_id,page_url,page_load_time_ms,page_width,page_height,NDOM_nodes,NDOM_height,page_template,page_menu_or,page_ungrouped_multim,metric,task1,task2,task3,task4,task5,task6,task7,task8
PZTD009014,https://www.iissbattaglini.edu.it,2831,1587,4839,569,11,1.0,1.0,5.0,3.6,4.01,2.24,3.74,8.05,3.9,4.88,0.3,2.97
NAPS27000E,https://www.liceocarlomiranda.it,620,1587,5995,490,9,6.0,3.0,6.0,3.3,2.55,6.46,3.1,3.56,4.19,6.5,13.96,1.93
VBTD00301T,https://www.marconigalletti.it,3722,1587,6686,352,11,9.0,1.0,28.0,3.1,6.5,37.2,37.2,6.5,37.2,6.5,6.5,24.94
SVTF00301V,https://www.patettacairo.edu.it,2007,1587,3775,227,7,8.0,1.0,7.0,3.5,3.12,2.46,3.11,3.51,6.5,6.5,6.5,2.46
BGPC02000C,https://liceosarpi.bg.it/,945,1587,3503,314,7,5.0,1.0,9.0,4.0,2.89,2.58,2.89,3.08,6.5,7.95,1.96,2.58
BGTF01301G,https://www.istitutoturoldo.it,3019,1587,2464,197,7,7.0,1.0,4.0,4.5,53.32,53.17,54.2,6.5,53.23,7.31,53.99,6.5
SATF06702G,https://www.iismatteifortunato.edu.it,879,1587,3252,331,9,7.0,1.0,8.0,4.0,53.23,53.27,54.52,6.5,6.5,9.32,54.31,3.93
TOPS01000G,https://www.lsgramsci.it,1870,1587,4488,331,8,4.0,3.0,0.0,4.3,2.56,3.44,6.5,6.5,4.05,1.48,1.06,8.52
CBTD00701C,https://www.iissbojano.edu.it,1577,1587,4245,431,7,9.0,1.0,0.0,3.9,2.56,4.61,5.59,6.11,6.5,11.19,6.5,4.61
MIRC061012,https://www.iisbellisario.edu.it,2646,1587,6262,456,8,9.0,3.0,11.0,3.0,38.67,3.65,4.61,74.15,37.99,6.5,39.1,2.52
VRPS00801L,https://www.guarinoveronese.edu.it/,2762,1587,6259,250,7,8.0,1.0,12.0,3.3,3.11,2.46,3.1,3.5,6.5,6.5,6.5,2.46
TOTD06401R,https://www.coplux.edu.it,754,1820,2200,206,8,9.0,1.0,0.0,4.4,8.0,6.5,8.0,9.32,2.56,2.13,2.03,29.22
SSPS024014,https://www.iisantoniosegni.edu.it,3996,1587,3218,329,5,4.0,3.0,0.0,4.1,1.01,2.12,1.45,3.34,2.22,3.21,1.5,1.06
RMRI07701R,https://www.scuolesuperioridizagarolo.edu.it,3138,1587,4964,687,9,2.0,3.0,7.0,3.1,3.2,2.38,7.04,6.54,5.54,9.99,5.8,2.34
VIRI02201Q,https://www.iisvaldagno.it,987,1587,3266,657,9,9.0,1.0,3.0,4.0,2.79,2.23,2.23,4.65,2.23,5.99,2.23,2.23
PDPC001011,https://www.iismarchesi.edu.it,2261,1587,4471,290,7,8.0,1.0,15.0,3.5,6.5,2.09,3.06,2.14,2.09,6.5,3.86,3.67
NARI00601Q,https://www.istitutoalberghierougotognazzi.edu.it/,2195,1587,3563,368,9,9.0,1.0,26.0,3.4,35.2,34.62,29.36,35.72,34.88,29.54,6.5,35.19
MTTF01101D,https://www.loperfido-olivetti.edu.it,2455,1587,4082,384,7,5.0,1.0,4.0,4.2,3.1,2.79,3.1,3.31,6.5,9.81,4.88,2.79
CNRI02901A,https://www.cigna-baruffi-garelli.edu.it,878,1587,1828,366,9,9.0,1.0,23.0,3.5,1.2,0.9,0.9,6.5,6.5,6.5,1.48,6.5
LETH00701D,https://www.avespucci.edu.it,1334,1587,6006,364,9,9.0,1.0,21.0,3.0,6.5,1.13,1.05,1.23,1.14,6.5,6.5,1.14
MNPC02000G,https://www.liceovirgiliomantova.edu.it,2262,1587,7746,324,7,8.0,1.0,35.0,2.8,3.19,2.46,3.18,3.6,6.5,6.5,8.45,2.46
SPRH010006,https://www.alberghierolaspezia.edu.it,1431,1587,4170,204,7,8.0,1.0,12.0,3.3,6.5,3.21,1.85,6.5,3.21,6.5,6.5,3.86
BGRI00601G,https://gbrubini.edu.it/,1430,1587,3737,356,7,5.0,1.0,3.0,4.4,3.1,2.79,3.1,3.31,6.5,9.09,4.9,2.79
BGRA027011,https://agrariacantoni.edu.it/,1351,1587,3408,290,5,4.0,3.0,13.0,3.9,2.62,1.6,3.14,2.77,1.8,3.74,0.87,3.24
BATD220004,https://www.itesbitonto.edu.it,270,1588,0,1,0,9.0,1.0,4.0,3.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
MOPS080003,https://www.liceoformiggini.edu.it/,2010,1587,4237,344,7,8.0,1.0,15.0,3.3,6.5,2.99,3.68,4.08,2.01,6.5,3.0,3.82
BSTD02201L,https://www.iisdandolo.edu.it,1385,1587,3343,524,6,9.0,3.0,9.0,3.4,0.91,2.09,0.6,3.03,3.38,4.37,0.9,0.63
RMTD03401D,http://iissambrosoli.edu.it/sitonuovo,2822,1587,3646,442,7,9.0,1.0,5.0,3.4,1.3,3.08,4.61,7.27,1.33,1.21,0.3,0.6
CSPS03000G,https://www.liceoscorza.edu.it,615,1587,6884,492,7,5.0,1.0,3.0,4.0,2.89,2.58,2.89,3.08,6.5,15.32,12.98,2.58
PRRI010009,https://ipsialevi.edu.it/,1491,1587,4920,353,7,5.0,1.0,12.0,4.0,2.9,2.58,2.89,4.35,2.58,10.89,6.5,2.58
BRPS11000V,https://www.liceopepecalamo.edu.it,1512,1587,3357,202,7,8.0,1.0,12.0,3.0,3.11,2.46,3.1,3.5,6.5,6.5,5.35,2.46
SARA010027,https://www.profagrisalerno.edu.it,971,1587,2826,280,7,6.0,1.0,12.0,3.2,1.81,2.7,1.81,2.6,2.7,7.15,1.81,6.5
PCRC00301N,https://www.romagnosi.it,2295,1587,4331,248,7,8.0,1.0,2.0,3.8,3.11,2.46,3.1,3.5,6.5,6.5,6.5,2.46
MNPS010004,https://www.liceobelfioremantova.it,1245,1587,3041,347,7,5.0,1.0,3.0,4.0,6.5,2.79,3.1,3.42,6.5,7.31,4.45,2.79
GETH020002,https://www.itnautico.edu.it,917,1587,7666,178,7,9.0,1.0,0.0,3.7,6.01,2.84,3.76,3.76,5.04,15.95,6.5,1.56
GERC02201N,https://istitutorosselli.edu.it/,717,1587,2910,118,5,7.0,1.0,3.0,4.0,6.5,6.5,1.32,1.8,6.5,6.5,6.5,6.64
FOPS040002,https://www.liceocalboli.edu.it,800,1587,4693,400,7,9.0,1.0,3.0,3.9,3.08,2.52,5.13,3.39,5.44,3.16,2.79,9.43
TVPC01000R,https://www.liceocanova.edu.it/,309,1587,3490,336,7,5.0,1.0,4.0,4.1,6.5,2.58,2.89,3.13,6.5,8.92,6.5,2.58
VVTD01000L,https://www.itegalilei.edu.it,563,1587,3772,374,7,5.0,1.0,6.0,4.0,2.89,2.58,2.89,3.08,6.5,8.44,5.92,2.58
CEPS110004,http://www.liceogarofano.it/jml3,2510,1587,5613,242,7,8.0,1.0,24.0,3.0,5.03,2.46,3.26,2.76,2.46,6.5,6.5,1.93
TVSL022014,https://www.istitutorosselli.net,1618,1587,3904,239,7,8.0,1.0,8.0,3.5,3.15,2.46,3.14,3.53,8.71,6.5,5.04,2.46
MCRI009015,https://www.iisgaribaldimacerata.edu.it,1720,1587,4011,211,7,8.0,1.0,9.0,3.7,3.19,2.56,3.18,3.56,6.5,6.5,6.83,2.56
BSTF018017,https://www.istitutomarzoli.edu.it,1343,1587,6479,376,8,9.0,1.0,20.0,2.5,13.1,3.47,4.72,6.5,3.76,4.01,9.21,14.6
TAPC040009,https://www.titoliviomartinafranca.it,3409,1587,3785,350,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.3,6.5,9.1,4.85,2.79
ANTD02201C,https://www.cupparisalvati.edu.it,2145,1587,6183,262,7,8.0,1.0,12.0,3.3,6.5,2.46,3.1,3.49,12.87,6.5,9.11,2.46
NARH058011,https://www.isisdemedici.it,1354,1587,4356,585,7,7.0,1.0,0.0,4.5,3.12,2.28,3.12,3.62,3.57,7.01,7.0,2.28
SIPS010009,https://www.liceoalessandrovolta.edu.it,2675,1587,5621,341,7,5.0,1.0,0.0,4.2,2.89,2.58,2.89,3.08,2.8,12.31,6.5,2.58
PNTL012017,http://itstkennedy.edu.it/,2678,1587,4404,229,7,8.0,1.0,11.0,3.4,6.5,2.46,3.24,6.5,6.5,6.5,5.71,2.46
ARPS002017,https://www.liceosansepolcro.it,229,1604,848,1,0,9.0,3.0,0.0,4.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
MTTA01101R,https://www.iisgiustinofortunato.edu.it,956,1587,5308,294,5,9.0,3.0,12.0,3.5,5.73,1.87,2.45,2.34,1.24,5.44,6.5,1.06
NATD13801P,https://www.itcgpareto.com,6462,1587,8485,1170,5,9.0,2.0,22.0,2.4,7.5,5.46,0.44,7.5,7.5,6.89,9.78,6.49
PVTF012014,https://www.itiscardanopv.edu.it/,1394,1587,4278,267,7,8.0,1.0,20.0,3.5,3.15,2.46,3.14,3.54,6.5,6.5,4.41,2.46
BAPS06301D,https://www.marconibari.it,5885,1587,9593,630,9,1.0,1.0,0.0,3.7,4.43,3.6,2.8,5.15,7.0,3.9,4.09,3.6
SPTD110005,https://www.fossatidapassano.edu.it,2540,1587,7966,180,5,6.0,1.0,5.0,3.5,3.99,2.14,12.94,6.5,2.61,16.56,2.64,2.14
FIPS00901T,https://www.russell-newton.edu.it,1741,1587,3854,250,7,8.0,1.0,12.0,3.7,3.15,2.46,3.14,3.53,6.5,6.5,5.45,2.46
MIRC074014,https://www.marellidudovich.edu.it,2523,1587,3622,382,6,9.0,3.0,15.0,4.0,2.96,0.9,3.21,3.08,2.33,6.5,6.5,3.4
RMSD06002N,https://www.liceoartisticoteramo.it/,1213,1587,9903,93,5,9.0,1.0,0.0,2.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,11.71
BSPS070005,https://www.liceocopernicobrescia.edu.it,14502,1587,6490,426,6,9.0,1.0,0.0,4.5,6.5,0.6,3.16,0.9,6.5,16.59,6.5,0.6
SOTF01000L,https://www.itisondrio.org,214,1604,848,1,0,8.0,1.0,12.0,3.3,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
MOPS030002,http://www.liceofanti.edu.it/,1949,1587,4660,252,7,8.0,1.0,34.0,3.0,3.11,2.46,3.1,6.5,6.5,6.5,6.09,2.46
PITD004019,https://www.antoniopesenti.edu.it,492,1587,4339,300,7,5.0,1.0,3.0,4.2,24.76,24.75,24.75,24.75,6.5,24.79,6.5,24.75
BSPS11000A,https://www.liceoleonardobs.edu.it,2569,1587,4934,253,7,8.0,1.0,20.0,3.4,3.12,2.46,3.11,3.5,6.5,6.5,5.56,2.46
AGRC01602N,https://www.iissarena.edu.it,2770,1587,3501,736,8,9.0,1.0,12.0,3.5,2.22,2.87,2.22,3.19,2.22,7.0,2.28,2.85
TVPC02000B,https://www.liceogiorgione.edu.it,4169,1587,3231,390,7,9.0,1.0,0.0,4.0,3.03,3.31,3.65,2.97,6.5,2.91,6.5,4.0
POPS02000G,https://copernico.prato.it/,1796,1587,4851,286,7,5.0,1.0,5.0,4.1,2.9,2.58,2.9,3.11,6.5,25.25,13.14,2.58
CARC00201B,https://www.azunicagliari.edu.it,1161,1587,3519,240,6,9.0,3.0,24.0,3.5,2.13,0.9,1.92,6.5,3.31,2.5,2.71,1.96
TOTF00401B,https://istitutomoro.edu.it/,855,1587,2576,595,9,9.0,1.0,0.0,4.0,5.46,0.3,3.29,4.14,2.22,6.83,7.0,0.45
LITA00201D,https://www.polocattaneo.it,267,1588,36,1,0,5.0,1.0,3.0,4.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
PAPS03902Q,https://www.isducabruzzi-grassi.edu.it/,1084,1587,3079,205,5,6.0,1.0,8.0,3.5,1.41,2.16,4.3,5.99,2.16,7.33,4.32,6.5
LERH00701N,https://www.istitutoprestacolumella.edu.it/,1448,1587,5385,243,5,6.0,1.0,31.0,2.8,2.02,2.7,5.07,2.52,2.7,11.83,5.05,2.7
MOPS04000L,https://www.liceomorandi.edu.it,2058,1587,4062,292,7,8.0,1.0,14.0,3.5,6.5,2.46,3.41,2.84,2.46,6.5,6.5,2.88
SRTD004017,https://www.istitutoinsolera.edu.it,1395,1587,3991,266,3,9.0,3.0,8.0,4.0,1.64,6.5,4.15,6.5,2.52,6.5,6.5,2.79
NATF17000Q,https://www.itiferraris.edu.it,2032,1587,3571,360,7,6.0,1.0,16.0,3.4,2.56,2.1,3.87,2.7,2.1,8.33,2.53,2.1
NARC00701V,https://www.istitutoaxelmunthe.edu.it,1560,1587,4501,330,7,5.0,1.0,3.0,4.2,3.1,2.79,3.1,3.29,6.5,10.24,5.35,2.79
PARH01801B,https://www.pietrodomina.edu.it,3761,1587,5056,1,0,9.0,3.0,12.0,3.2,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
SPPS01000C,https://www.liceopacinotti.edu.it,2000,1587,6312,353,5,9.0,3.0,0.0,4.1,3.96,7.32,6.5,6.5,3.71,6.5,1.92,3.36
SIRI00301C,https://www.istitutosangiovannibosco.net,2157,1587,4714,421,5,4.0,3.0,0.0,4.0,2.77,5.46,1.09,2.93,5.25,3.56,2.41,2.39
RGTD006012,https://www.islapira.edu.it/,1056,1587,5279,301,5,6.0,1.0,16.0,3.4,1.56,2.43,4.2,2.56,2.43,12.19,4.2,9.62
RNRC00601X,https://www.EINAUDI-MOLARI.IT,3479,1587,4184,273,9,9.0,1.0,49.0,2.9,3.57,6.5,6.5,8.36,2.69,2.53,6.5,6.5
TOPS047017,https://www.galileiferrari.it,4714,1587,11580,194,7,9.0,1.0,16.0,2.5,6.5,28.21,3.58,30.05,29.99,8.21,5.95,3.7
MNTD008011,https://www.giovannifalcone.edu.it/index.php/it/,3314,1588,8686,588,10,9.0,1.0,4.0,4.0,6.4,7.0,31.27,6.42,43.42,6.38,6.4,32.09
GESL01000P,https://www.liceokleebarabino.edu.it/,2075,1587,5421,188,7,8.0,1.0,15.0,3.2,3.12,2.46,3.11,3.51,6.28,6.5,8.48,2.46
LUPS020003,https://www.liceobarsantimatteucci.it,1151,1587,3535,360,7,5.0,1.0,3.0,4.2,3.1,2.79,3.1,3.31,6.5,8.7,4.94,2.79
ANSD01002T,https://www.liceoartisticomannucci.edu.it/,3807,1587,9724,324,7,8.0,1.0,16.0,3.2,6.5,2.09,4.16,3.11,2.09,6.5,6.5,2.09
BLRH003017,https://www.polovalboite.edu.it,4111,1587,3741,317,5,4.0,3.0,0.0,4.6,6.5,2.85,4.36,2.3,2.49,6.5,6.5,1.77
ANRA022016,https://www.cupparisalvati.edu.it/,1549,1587,6183,249,7,8.0,1.0,18.0,3.3,6.5,2.46,3.1,3.49,12.83,6.5,9.11,2.46
PNTF009017,https://www.isiszanussi.edu.it,1609,1587,3972,268,7,8.0,1.0,4.0,4.4,24.86,44.16,18.69,44.29,44.21,6.5,6.5,6.45
GERC01902V,https://www.itpchiavari.edu.it/,1985,1587,3270,225,7,8.0,1.0,9.0,4.1,6.5,2.71,3.16,6.5,2.71,6.5,3.96,3.72
ROTD01101B,https://polotecnicoadria.edu.it/,1133,1587,4235,273,6,4.0,3.0,0.0,4.0,6.5,3.1,5.95,6.5,3.18,3.41,6.5,0.75
NATF15000E,https://www.itismajoranasommaves.edu.it,1137,1587,4118,392,9,7.0,1.0,4.0,4.1,53.33,53.36,54.51,11.03,53.23,10.88,54.31,2.84
PAPS010002,https://www.liceoggalileipalermo.edu.it/,31336,1587,4126,269,7,6.0,1.0,17.0,3.3,1.62,2.08,3.48,5.74,2.08,10.21,5.53,6.5
PZSL016018,https://www.iismaratea.edu.it,728,1587,4237,321,7,5.0,1.0,3.0,4.5,2.89,2.58,2.89,3.08,6.5,9.53,6.16,2.58
VCRI01601X,https://iis-lancia.edu.it/,1532,1587,4889,379,7,8.0,1.0,3.0,4.0,6.5,2.33,3.95,3.92,2.33,11.71,6.5,2.98
SARA010049,https://www.profagrisalerno.edu.it/,854,1587,2770,266,7,6.0,1.0,12.0,3.5,1.81,2.7,1.81,2.6,2.7,6.62,1.81,6.5
MEPS003016,https://www.liceosciasciafermi.edu.it,7037,1587,5933,1129,8,9.0,1.0,10.0,3.0,0.6,1.0,0.9,1.49,1.18,1.73,0.9,0.9
RIPS00801E,https://www.iisgregoriodacatino.edu.it,920,1587,3450,199,7,6.0,1.0,10.0,3.0,3.32,3.97,2.7,4.75,4.71,7.34,6.5,6.5
IMTN00402T,https://www.ruffiniaicardi.it,1157,1587,2252,167,3,9.0,3.0,0.0,4.5,1.24,2.71,1.24,4.03,2.08,6.5,3.75,1.06
SARH06901T,https://www.santacaterina-amendola.edu.it,3254,1587,3718,374,7,5.0,1.0,3.0,4.0,4.09,3.39,4.08,4.38,6.5,9.1,4.71,3.38
PITL00301X,https://www.e-santoni.org,1666,1587,2847,227,5,4.0,3.0,0.0,4.4,2.04,1.55,6.5,2.85,1.6,1.4,6.5,0.8
FIPS01801L,https://www.liceoagnoletti.it,1668,1587,4351,226,7,8.0,1.0,11.0,3.6,3.1,2.46,3.1,3.5,6.5,6.5,5.63,2.46
CRSL00801R,https://www.istitutostradivari.edu.it/,2140,1587,4434,345,7,8.0,1.0,22.0,2.9,6.5,2.78,2.95,2.33,3.97,6.5,3.25,2.09
BSTD03101B,https://www.istitutomantegna.edu.it,1938,1587,12715,303,5,4.0,3.0,55.0,2.8,1.03,3.32,1.47,3.49,3.21,2.45,3.01,1.12
LOTD010003,https://www.bassi.edu.it,1057,1587,4725,308,7,5.0,1.0,4.0,4.0,2.89,2.58,2.89,3.08,6.5,10.57,6.5,2.58
RMPC23000X,https://www.liceomamiani.edu.it,3192,1587,5530,310,7,8.0,1.0,26.0,3.2,3.11,2.46,3.1,3.49,6.5,6.5,9.2,2.46
CTRH03000C,https://www.alberghierowojtyla.edu.it,7675,1644,6506,576,11,9.0,1.0,25.0,2.6,3.66,3.38,4.08,3.96,3.24,4.23,4.48,3.11
TATF034018,https://www.liside.edu.it,2175,1587,5135,345,12,7.0,1.0,0.0,3.9,6.5,3.22,2.36,6.5,2.11,4.38,6.5,11.4
LETF01601R,https://www.iisstricase.it,1190,1587,4135,374,7,5.0,1.0,0.0,4.4,3.1,2.79,3.1,3.33,6.5,9.88,4.53,2.79
SSPS00401V,https://www.iispaglietti.it,2097,1587,4195,383,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.37,6.5,9.86,6.04,2.79
VTPS010006,https://www.liceopaoloruffiniviterbo.edu.it,1417,1587,3848,322,10,9.0,1.0,15.0,3.5,1.64,1.48,1.64,6.77,6.5,1.06,6.5,1.48
VAPC040006,https://www.liceolegnani.edu.it,1501,1587,4613,494,10,9.0,1.0,15.0,3.0,3.98,2.41,4.55,2.8,2.41,6.27,6.99,2.71
FIPS04000R,https://www.liceocastelnuovo.edu.it,1796,1587,3321,248,7,8.0,1.0,10.0,3.6,3.14,2.53,3.1,3.66,6.5,6.5,6.5,2.53
RMTF053015,https://www.pertinigenzano.edu.it,1469,1587,16875,422,5,4.0,3.0,5.0,3.7,1.01,1.92,5.57,3.8,3.67,5.14,3.03,3.36
VIRI011019,http://www.iislonigo.edu.it/,1819,1587,4168,258,7,4.0,1.0,20.0,3.3,6.5,2.46,3.1,4.0,5.51,6.5,4.51,2.46
NATF190001,https://www.itimariecurie.edu.it,917,1587,3041,186,5,6.0,1.0,8.0,3.5,3.89,2.1,3.88,6.5,2.1,6.91,3.87,6.5
BOTD080001,https://www.salvemini-bo.edu.it/,1685,1587,4320,219,7,8.0,1.0,8.0,3.5,3.12,2.46,3.11,3.52,6.5,6.5,3.92,2.46
PZTF06000E,https://www.comprensivocorleto.edu.it,997,1587,2274,213,5,6.0,1.0,4.0,4.1,3.89,2.1,3.89,6.5,2.1,5.56,3.89,6.82
MNRC006012,https://www.istitutogreggiati.edu.it,6492,1587,25636,637,9,9.0,1.0,0.0,3.7,13.8,7.0,1.81,7.0,2.97,13.66,7.0,25.82
CERH00404T,https://www.matteiaversa.edu.it/,1555,1587,3701,335,7,5.0,1.0,4.0,4.2,2.92,2.58,2.93,9.22,6.5,2.9,5.85,2.58
TOTF00701V,https://www.iisdoria.edu.it,1976,1587,4438,214,7,8.0,1.0,13.0,3.3,3.15,2.46,3.14,3.53,4.47,6.5,6.75,2.46
VCTD013013,https://www.cavourvercelli.it,3660,1587,4892,498,11,1.0,1.0,15.0,3.6,2.94,2.1,2.57,2.57,6.5,3.65,5.73,2.18
PTRC002019,https://www.sismondipacinotti.edu.it,2303,1587,5895,325,7,8.0,1.0,17.0,2.8,3.61,6.5,2.29,1.75,2.46,6.5,2.46,3.18
RMRC121011,https://www.luigieinaudiroma.edu.it/,1883,1587,4383,249,7,8.0,1.0,14.0,3.3,3.35,2.73,3.34,3.71,6.5,6.5,5.56,2.73
VIRC01701G,https://www.remondini.net,2188,1587,4826,290,7,8.0,1.0,26.0,3.2,3.15,2.46,3.15,3.54,6.5,6.5,6.5,2.46
RMRH06000V,https://www.alberghierovelletri.edu.it,1787,1604,3289,575,11,9.0,1.0,0.0,4.4,0.43,5.91,0.3,5.78,0.3,0.42,3.99,4.43
APTD07000B,https://www.carducci-galilei.it,1083,1587,7312,456,9,9.0,1.0,2.0,4.2,6.5,2.98,3.66,3.27,3.08,4.96,4.21,3.76
ALTD00801G,https://www.marconitortona.edu.it/,4283,1587,8738,376,7,8.0,1.0,30.0,2.8,3.82,3.25,3.81,4.18,6.5,6.5,6.5,3.25
RCPS01901C,https://liceopizipalmi.edu.it/,5051,1587,7858,608,6,9.0,3.0,0.0,4.5,0.6,2.39,0.6,0.3,2.67,7.0,2.23,2.7
LORC01000Q,https://ipseinaudilodi.edu.it/,1496,1587,4793,388,7,5.0,1.0,4.0,4.4,2.91,2.58,2.92,3.18,6.5,2.9,3.74,2.58
FITF01701V,https://www.isisdavinci.edu.it,1484,1587,4127,263,7,8.0,1.0,17.0,3.5,3.15,2.46,3.14,3.53,3.83,6.5,5.81,2.46
CSPC067025,https://www.iissanmarcoargentano.edu.it,637,1587,4502,398,7,5.0,1.0,3.0,4.4,2.89,2.58,2.89,3.08,6.5,10.45,7.51,2.58
LCTD00801A,https://isrota.edu.it/,1061,1587,4402,397,7,5.0,1.0,4.0,4.1,2.9,2.58,2.9,3.15,6.5,2.92,4.39,2.58
TATD03601N,https://www.iissdavinci.edu.it,2453,1587,8976,300,5,3.0,1.0,16.0,2.9,2.3,6.5,1.77,2.53,18.9,6.5,18.9,18.9
BGRC03801A,https://www.istitutoguidogalli.edu.it,614,1587,2892,401,11,4.0,3.0,0.0,4.8,1.99,2.55,1.76,5.07,3.7,1.85,3.42,2.44
LTTL01801V,https://www.isgalileisani.it,1593,1587,2857,393,9,1.0,1.0,10.0,3.4,3.14,2.28,3.61,6.5,3.02,2.63,2.52,2.79
TVPC021018,https://www.istitutodacollo.it,2296,1587,3294,276,9,9.0,1.0,20.0,3.5,6.5,2.51,3.36,3.8,4.47,6.5,5.48,3.92
VAPC020001,https://www.liceoclassicovarese.edu.it,1908,1587,4315,248,7,8.0,1.0,8.0,3.5,3.11,2.46,3.1,3.49,6.5,6.5,6.82,2.46
FIPS100007,https://www.liceogramsci.it,847,1587,3905,384,7,5.0,1.0,3.0,4.1,3.1,2.79,3.1,3.29,6.5,9.29,3.79,2.79
RIRI00701X,https://www.ROSATELLI.IT,2869,1587,4181,357,7,5.0,1.0,3.0,4.1,3.1,2.79,3.1,3.29,6.5,9.75,4.64,2.79
VIRI004016,https://www.istitutomasotto.edu.it,2544,1587,5759,319,7,8.0,1.0,21.0,3.1,6.5,2.46,3.62,2.19,4.41,6.5,6.5,3.75
BATD069029,https://www.iissalpimontale.edu.it,2114,1587,3678,300,7,5.0,1.0,0.0,4.6,2.89,2.58,2.89,3.1,6.5,2.03,5.1,2.58
PNRC00801T,https://www.istitutoflora.edu.it,1441,1587,3863,215,7,8.0,1.0,7.0,3.6,2.62,2.09,2.61,2.97,6.5,6.5,4.91,2.09
ARPC001018,https://www.istitutosignorelli.edu.it,634,1587,4535,433,7,5.0,1.0,3.0,4.1,2.94,2.58,2.94,3.21,6.5,2.08,6.15,2.58
BNTF004012,https://www.istitutomedi.it,2389,1587,3737,326,7,5.0,1.0,3.0,4.4,3.1,2.79,3.1,3.29,6.5,8.98,4.8,2.79
NAPS14101P,https://www.itidavinci.edu.it/,2717,1587,4341,457,7,7.0,1.0,0.0,4.3,3.12,2.28,3.12,3.61,4.29,6.05,6.5,2.28
RMSL09701N,https://www.confalonieridechirico.it,1767,1587,3998,340,9,2.0,1.0,10.0,3.9,2.43,2.27,2.31,5.84,7.09,6.5,4.09,1.64
RERC01000P,https://www.ipsscfilippore.edu.it,1910,1587,3700,397,7,5.0,1.0,3.0,4.2,3.1,2.79,3.1,3.33,6.5,3.11,5.22,2.79
TVTN00401B,https://isissverdi.it/,990,1587,2823,147,5,9.0,1.0,0.0,3.5,6.5,6.5,3.53,6.5,2.53,6.24,6.5,3.89
MTTD020001,https://www.itcgtursi.edu.it,719,1587,4866,563,11,7.0,1.0,0.0,3.8,2.76,2.38,7.0,2.87,2.1,7.0,2.43,2.24
MIRA03601A,https://www.iispareto.it,671,1587,2330,296,7,4.0,3.0,1.0,4.4,2.9,1.86,5.08,3.46,2.63,6.5,3.41,2.15
CNRA01203B,https://www.iisumbertoprimo.it,3222,1587,4341,140,7,9.0,1.0,0.0,4.0,6.5,6.5,1.36,6.5,6.5,6.5,2.31,6.5
NARH119017,https://www.ismorano.edu.it,3814,1587,7930,609,5,4.0,3.0,25.0,3.4,1.01,7.0,1.45,3.6,2.37,7.0,3.55,1.16
TORI019018,https://www.iis-ferraris.edu.it,1884,1587,4659,254,7,8.0,1.0,7.0,3.7,3.11,2.46,3.1,3.51,6.5,6.5,6.97,2.46
LIPC001015,https://www.isisforesi.it/,3765,1587,3939,344,7,5.0,1.0,3.0,4.0,3.1,2.79,3.1,3.29,6.5,9.21,4.61,2.79
NASD13000N,https://www.convittonapoli.it,1369,1587,4976,334,7,6.0,1.0,18.0,3.0,5.25,2.1,2.1,2.08,2.1,11.48,6.5,2.1
PRPS008015,https://www.iissgadda.it,2818,1587,7191,365,7,8.0,1.0,24.0,3.3,6.5,6.5,4.92,3.0,2.09,2.09,5.27,3.7
NAPS10901V,https://www.liceomunari.edu.it,1914,1587,5023,501,7,5.0,1.0,6.0,4.1,4.57,4.02,4.56,4.84,7.0,11.66,7.52,3.98
SASL040008,https://www.liceoartisticosabatinimenna.edu.it,1982,1587,4800,437,7,9.0,3.0,0.0,4.3,3.82,2.74,3.4,2.89,2.98,6.5,11.58,3.53
PDRC024019,https://www.atestino.edu.it,1776,1587,3817,248,7,8.0,1.0,10.0,3.6,3.14,2.46,3.13,3.53,6.5,6.5,5.89,2.46
TATD039026,https://iissperrone.edu.it/,853,1587,5907,335,7,5.0,1.0,0.0,4.5,0.3,2.58,2.89,3.13,6.5,12.89,6.5,2.58
NARA09601G,https://www.iscaravaggio.edu.it,3567,1587,2807,597,7,7.0,1.0,0.0,4.7,0.3,0.34,3.18,0.3,0.34,5.2,0.3,0.35
TPPS03201B,https://liceicastelvetrano.edu.it/,1361,1587,3693,373,7,5.0,1.0,4.0,4.0,2.9,2.58,2.91,3.15,6.5,2.89,3.68,2.58
LTPS02000G,https://www.liceograssilatina.org,4457,1587,3416,710,11,7.0,1.0,0.0,4.3,3.36,2.28,3.31,3.87,2.59,6.16,2.79,2.28
COTD01000G,https://www.caioplinio.edu.it,3386,1587,2218,292,5,4.0,3.0,0.0,4.7,1.45,2.5,6.5,4.4,1.65,2.39,3.43,2.56
MNTD00301T,https://www.francescogonzaga.edu.it,1744,1587,5172,245,7,8.0,1.0,8.0,3.5,3.12,2.46,3.12,3.52,6.5,6.5,6.6,2.46
